run_id,suite_id,case_id,formula,start_mode,seed,depth,steps,warm_depth,warm_steps,restarts,warm_restarts,perturbation_noise,operator_family,operator_schedule,best_loss,post_snap_loss,snap_min_margin,verifier_status,recovery_class,status,claim_status,claim_id,claim_class,training_mode,evidence_class,return_kind,raw_status,repair_status,repair_verifier_status,repair_accepted_move_count,threshold_policy,dataset_manifest_sha256,provenance_source,provenance_expression,runtime_seconds,active_slot_count,changed_slot_count,warm_start_mechanism,reason,artifact_path
v1-8-family-smoke-exp-blind-zeml8-4-2-1-2d6854735245,v1.8-family-smoke,exp-blind-zeml8-4-2-1,exp,blind,0,1,6,0,8,1,1,0.0,ZEML_8,ZEML_8 -> ZEML_4 -> ZEML_2 -> ZEML_1,2.866747375038092,2.866747375038092,1.0,failed,snapped_but_failed,snapped_but_failed,failed,,,blind_training,snapped_but_failed,,,not_repaired,,0,,c237c6da1b08d9529271554abe841aeb1f97b3e9467fb83a6451f2727ecf4c2d,sources/paper.pdf,exp(x),0.9829160419758409,,,,train_failed,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-exp-blind-zeml8-4-2-1-2d6854735245.json
v1-8-family-smoke-beer-warm-raw-ca4657fc89fe,v1.8-family-smoke,beer-warm-raw,beer_lambert,warm_start,0,2,8,0,1,1,1,0.0,raw_eml,,3.723143583092301e-33,4.496499888230497e-32,1.0,recovered,same_ast_warm_start_return,same_ast_return,recovered,,,compiler_warm_start_training,same_ast,,,not_attempted,,0,,096497d3b72555a9e4b9f762bb704cea600f3e202d83267123c3be13707873da,sources/FOR_DEMO.md,exp(-0.8*x),3.177531707973685,18,0,same_ast_return,verified,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-beer-warm-raw-ca4657fc89fe.json
v1-8-family-smoke-beer-warm-ceml1-c34e4399439f,v1.8-family-smoke,beer-warm-ceml1,beer_lambert,warm_start,0,2,8,0,1,1,1,0.0,CEML_1,,,,,recovered,unsupported,unsupported,unsupported,,,compiler_warm_start_training,unsupported,,,,,0,,096497d3b72555a9e4b9f762bb704cea600f3e202d83267123c3be13707873da,sources/FOR_DEMO.md,exp(-0.8*x),0.023623457993380725,,,,centered_family_same_family_seed_missing,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-beer-warm-ceml1-c34e4399439f.json
v1-8-family-smoke-beer-warm-zeml1-28da08b4b6cf,v1.8-family-smoke,beer-warm-zeml1,beer_lambert,warm_start,0,2,8,0,1,1,1,0.0,ZEML_1,,,,,recovered,unsupported,unsupported,unsupported,,,compiler_warm_start_training,unsupported,,,,,0,,096497d3b72555a9e4b9f762bb704cea600f3e202d83267123c3be13707873da,sources/FOR_DEMO.md,exp(-0.8*x),0.022665750002488494,,,,centered_family_same_family_seed_missing,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-beer-warm-zeml1-28da08b4b6cf.json
v1-8-family-smoke-beer-warm-ceml2-e6701dba96c1,v1.8-family-smoke,beer-warm-ceml2,beer_lambert,warm_start,0,2,8,0,1,1,1,0.0,CEML_2,,,,,recovered,unsupported,unsupported,unsupported,,,compiler_warm_start_training,unsupported,,,,,0,,096497d3b72555a9e4b9f762bb704cea600f3e202d83267123c3be13707873da,sources/FOR_DEMO.md,exp(-0.8*x),0.021804041985888034,,,,centered_family_same_family_seed_missing,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-beer-warm-ceml2-e6701dba96c1.json
v1-8-family-smoke-beer-warm-zeml2-476861cccd0c,v1.8-family-smoke,beer-warm-zeml2,beer_lambert,warm_start,0,2,8,0,1,1,1,0.0,ZEML_2,,,,,recovered,unsupported,unsupported,unsupported,,,compiler_warm_start_training,unsupported,,,,,0,,096497d3b72555a9e4b9f762bb704cea600f3e202d83267123c3be13707873da,sources/FOR_DEMO.md,exp(-0.8*x),0.021732292021624744,,,,centered_family_same_family_seed_missing,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-beer-warm-zeml2-476861cccd0c.json
v1-8-family-smoke-beer-warm-ceml4-fc67fb681b02,v1.8-family-smoke,beer-warm-ceml4,beer_lambert,warm_start,0,2,8,0,1,1,1,0.0,CEML_4,,,,,recovered,unsupported,unsupported,unsupported,,,compiler_warm_start_training,unsupported,,,,,0,,096497d3b72555a9e4b9f762bb704cea600f3e202d83267123c3be13707873da,sources/FOR_DEMO.md,exp(-0.8*x),0.02282316703349352,,,,centered_family_same_family_seed_missing,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-beer-warm-ceml4-fc67fb681b02.json
v1-8-family-smoke-beer-warm-zeml4-6a949990d9ee,v1.8-family-smoke,beer-warm-zeml4,beer_lambert,warm_start,0,2,8,0,1,1,1,0.0,ZEML_4,,,,,recovered,unsupported,unsupported,unsupported,,,compiler_warm_start_training,unsupported,,,,,0,,096497d3b72555a9e4b9f762bb704cea600f3e202d83267123c3be13707873da,sources/FOR_DEMO.md,exp(-0.8*x),0.023167292005382478,,,,centered_family_same_family_seed_missing,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-beer-warm-zeml4-6a949990d9ee.json
v1-8-family-smoke-beer-warm-ceml8-2fc8b32444e2,v1.8-family-smoke,beer-warm-ceml8,beer_lambert,warm_start,0,2,8,0,1,1,1,0.0,CEML_8,,,,,recovered,unsupported,unsupported,unsupported,,,compiler_warm_start_training,unsupported,,,,,0,,096497d3b72555a9e4b9f762bb704cea600f3e202d83267123c3be13707873da,sources/FOR_DEMO.md,exp(-0.8*x),0.023351082985755056,,,,centered_family_same_family_seed_missing,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-beer-warm-ceml8-2fc8b32444e2.json
v1-8-family-smoke-beer-warm-zeml8-ec67179bb78c,v1.8-family-smoke,beer-warm-zeml8,beer_lambert,warm_start,0,2,8,0,1,1,1,0.0,ZEML_8,,,,,recovered,unsupported,unsupported,unsupported,,,compiler_warm_start_training,unsupported,,,,,0,,096497d3b72555a9e4b9f762bb704cea600f3e202d83267123c3be13707873da,sources/FOR_DEMO.md,exp(-0.8*x),0.02286775002721697,,,,centered_family_same_family_seed_missing,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-beer-warm-zeml8-ec67179bb78c.json
v1-8-family-smoke-beer-warm-zeml8-4-81f368278d4c,v1.8-family-smoke,beer-warm-zeml8-4,beer_lambert,warm_start,0,2,8,0,1,1,1,0.0,ZEML_8,ZEML_8 -> ZEML_4,,,,recovered,unsupported,unsupported,unsupported,,,compiler_warm_start_training,unsupported,,,,,0,,096497d3b72555a9e4b9f762bb704cea600f3e202d83267123c3be13707873da,sources/FOR_DEMO.md,exp(-0.8*x),0.022434832993894815,,,,centered_family_same_family_seed_missing,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-beer-warm-zeml8-4-81f368278d4c.json
v1-8-family-smoke-beer-warm-zeml8-4-2-1-fe2502914c5b,v1.8-family-smoke,beer-warm-zeml8-4-2-1,beer_lambert,warm_start,0,2,8,0,1,1,1,0.0,ZEML_8,ZEML_8 -> ZEML_4 -> ZEML_2 -> ZEML_1,,,,recovered,unsupported,unsupported,unsupported,,,compiler_warm_start_training,unsupported,,,,,0,,096497d3b72555a9e4b9f762bb704cea600f3e202d83267123c3be13707873da,sources/FOR_DEMO.md,exp(-0.8*x),0.022349541017320007,,,,centered_family_same_family_seed_missing,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-beer-warm-zeml8-4-2-1-fe2502914c5b.json
v1-8-family-smoke-planck-diagnostic-raw-8ee86832d8a7,v1.8-family-smoke,planck-diagnostic-raw,planck,compile,0,2,8,0,8,1,1,0.0,raw_eml,,,,,,unsupported,unsupported,unsupported,,,compile_only_verification,unsupported,,,,,0,,021d09cad64656081182e9fb2b8993d4e224508b48e68e774004d9c2ede861de,sources/FOR_DEMO.md,x**3/(exp(x) - 1),0.07062512496486306,,,,depth_exceeded,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-planck-diagnostic-raw-8ee86832d8a7.json
v1-8-family-smoke-planck-diagnostic-ceml1-38ded6f58ca3,v1.8-family-smoke,planck-diagnostic-ceml1,planck,compile,0,2,8,0,8,1,1,0.0,CEML_1,,,,,,unsupported,unsupported,unsupported,,,compile_only_verification,unsupported,,,,,0,,021d09cad64656081182e9fb2b8993d4e224508b48e68e774004d9c2ede861de,sources/FOR_DEMO.md,x**3/(exp(x) - 1),0.021985416999086738,,,,depth_exceeded,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-planck-diagnostic-ceml1-38ded6f58ca3.json
v1-8-family-smoke-planck-diagnostic-zeml1-caaa73ea632b,v1.8-family-smoke,planck-diagnostic-zeml1,planck,compile,0,2,8,0,8,1,1,0.0,ZEML_1,,,,,,unsupported,unsupported,unsupported,,,compile_only_verification,unsupported,,,,,0,,021d09cad64656081182e9fb2b8993d4e224508b48e68e774004d9c2ede861de,sources/FOR_DEMO.md,x**3/(exp(x) - 1),0.0219595410162583,,,,depth_exceeded,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-planck-diagnostic-zeml1-caaa73ea632b.json
v1-8-family-smoke-planck-diagnostic-ceml2-a4ce0774fc16,v1.8-family-smoke,planck-diagnostic-ceml2,planck,compile,0,2,8,0,8,1,1,0.0,CEML_2,,,,,,unsupported,unsupported,unsupported,,,compile_only_verification,unsupported,,,,,0,,021d09cad64656081182e9fb2b8993d4e224508b48e68e774004d9c2ede861de,sources/FOR_DEMO.md,x**3/(exp(x) - 1),0.02180899999802932,,,,depth_exceeded,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-planck-diagnostic-ceml2-a4ce0774fc16.json
v1-8-family-smoke-planck-diagnostic-zeml2-595426850711,v1.8-family-smoke,planck-diagnostic-zeml2,planck,compile,0,2,8,0,8,1,1,0.0,ZEML_2,,,,,,unsupported,unsupported,unsupported,,,compile_only_verification,unsupported,,,,,0,,021d09cad64656081182e9fb2b8993d4e224508b48e68e774004d9c2ede861de,sources/FOR_DEMO.md,x**3/(exp(x) - 1),0.02238924999255687,,,,depth_exceeded,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-planck-diagnostic-zeml2-595426850711.json
v1-8-family-smoke-planck-diagnostic-ceml4-a28b07a2fac8,v1.8-family-smoke,planck-diagnostic-ceml4,planck,compile,0,2,8,0,8,1,1,0.0,CEML_4,,,,,,unsupported,unsupported,unsupported,,,compile_only_verification,unsupported,,,,,0,,021d09cad64656081182e9fb2b8993d4e224508b48e68e774004d9c2ede861de,sources/FOR_DEMO.md,x**3/(exp(x) - 1),0.021974666975438595,,,,depth_exceeded,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-planck-diagnostic-ceml4-a28b07a2fac8.json
v1-8-family-smoke-planck-diagnostic-zeml4-9b85fe53e8ca,v1.8-family-smoke,planck-diagnostic-zeml4,planck,compile,0,2,8,0,8,1,1,0.0,ZEML_4,,,,,,unsupported,unsupported,unsupported,,,compile_only_verification,unsupported,,,,,0,,021d09cad64656081182e9fb2b8993d4e224508b48e68e774004d9c2ede861de,sources/FOR_DEMO.md,x**3/(exp(x) - 1),0.022379583038855344,,,,depth_exceeded,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-planck-diagnostic-zeml4-9b85fe53e8ca.json
v1-8-family-smoke-planck-diagnostic-ceml8-4eace4f6f021,v1.8-family-smoke,planck-diagnostic-ceml8,planck,compile,0,2,8,0,8,1,1,0.0,CEML_8,,,,,,unsupported,unsupported,unsupported,,,compile_only_verification,unsupported,,,,,0,,021d09cad64656081182e9fb2b8993d4e224508b48e68e774004d9c2ede861de,sources/FOR_DEMO.md,x**3/(exp(x) - 1),0.0222150000045076,,,,depth_exceeded,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-planck-diagnostic-ceml8-4eace4f6f021.json
v1-8-family-smoke-planck-diagnostic-zeml8-03bcb971710c,v1.8-family-smoke,planck-diagnostic-zeml8,planck,compile,0,2,8,0,8,1,1,0.0,ZEML_8,,,,,,unsupported,unsupported,unsupported,,,compile_only_verification,unsupported,,,,,0,,021d09cad64656081182e9fb2b8993d4e224508b48e68e774004d9c2ede861de,sources/FOR_DEMO.md,x**3/(exp(x) - 1),0.022398416011128575,,,,depth_exceeded,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-planck-diagnostic-zeml8-03bcb971710c.json
v1-8-family-smoke-planck-diagnostic-zeml8-4-df0ff05244cc,v1.8-family-smoke,planck-diagnostic-zeml8-4,planck,compile,0,2,8,0,8,1,1,0.0,ZEML_8,ZEML_8 -> ZEML_4,,,,,unsupported,unsupported,unsupported,,,compile_only_verification,unsupported,,,,,0,,021d09cad64656081182e9fb2b8993d4e224508b48e68e774004d9c2ede861de,sources/FOR_DEMO.md,x**3/(exp(x) - 1),0.022120875015389174,,,,depth_exceeded,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-planck-diagnostic-zeml8-4-df0ff05244cc.json
v1-8-family-smoke-planck-diagnostic-zeml8-4-2-1-7751e6ca8d8a,v1.8-family-smoke,planck-diagnostic-zeml8-4-2-1,planck,compile,0,2,8,0,8,1,1,0.0,ZEML_8,ZEML_8 -> ZEML_4 -> ZEML_2 -> ZEML_1,,,,,unsupported,unsupported,unsupported,,,compile_only_verification,unsupported,,,,,0,,021d09cad64656081182e9fb2b8993d4e224508b48e68e774004d9c2ede861de,sources/FOR_DEMO.md,x**3/(exp(x) - 1),0.02211779198842123,,,,depth_exceeded,artifacts/campaigns/v1.8-family-smoke-triage/runs/v1.8-family-smoke/v1-8-family-smoke-planck-diagnostic-zeml8-4-2-1-7751e6ca8d8a.json
