row_id,dataset_id,adapter,baseline_family,status,reason,claim_status,seed,constants_policy,start_condition,dataset_manifest_sha256,dataset_classification,dataset_category,time_seconds,max_evaluations,final_confirmation_status,final_confirmation_max_abs_error,max_abs_error,mse,dependency_status,denominator_policy,model_expression
noisy_beer_lambert_sweep::pysr::seed0::literal_constants::blind,noisy_beer_lambert_sweep,pysr,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,literal_constants,blind,22191e4f90bbf66f2824b268b4fd63affb72fcc9d728f016410266738d03c860,synthetic,noisy_synthetic_sweep,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
noisy_beer_lambert_sweep::gplearn::seed0::literal_constants::blind,noisy_beer_lambert_sweep,gplearn,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,literal_constants,blind,22191e4f90bbf66f2824b268b4fd63affb72fcc9d728f016410266738d03c860,synthetic,noisy_synthetic_sweep,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
noisy_beer_lambert_sweep::eml_reference::seed0::literal_constants::warm_start,noisy_beer_lambert_sweep,eml_reference,eml,completed,,failed,0,literal_constants,warm_start,22191e4f90bbf66f2824b268b4fd63affb72fcc9d728f016410266738d03c860,synthetic,noisy_synthetic_sweep,5.0,1000,passed,0.0,0.008646718416476906,1.3927772960993606e-05,local,excluded_from_eml_recovery_denominators,exp(-0.8*x)
noisy_beer_lambert_sweep::polynomial_least_squares::seed0::literal_constants::warm_start,noisy_beer_lambert_sweep,polynomial_least_squares,conventional_symbolic_regression,unsupported,adapter_has_no_warm_start_mode,,0,literal_constants,warm_start,22191e4f90bbf66f2824b268b4fd63affb72fcc9d728f016410266738d03c860,synthetic,noisy_synthetic_sweep,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
noisy_beer_lambert_sweep::pysr::seed0::literal_constants::warm_start,noisy_beer_lambert_sweep,pysr,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,literal_constants,warm_start,22191e4f90bbf66f2824b268b4fd63affb72fcc9d728f016410266738d03c860,synthetic,noisy_synthetic_sweep,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
noisy_beer_lambert_sweep::gplearn::seed0::literal_constants::warm_start,noisy_beer_lambert_sweep,gplearn,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,literal_constants,warm_start,22191e4f90bbf66f2824b268b4fd63affb72fcc9d728f016410266738d03c860,synthetic,noisy_synthetic_sweep,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
michaelis_parameter_identifiability::eml_reference::seed0::basis_only::blind,michaelis_parameter_identifiability,eml_reference,eml,unsupported,eml_reference_is_not_blind_search,,0,basis_only,blind,e5b08f7c5f84a9258d30d9d1fc3953362d3f7efc3c78606af9d08aebeca8918c,synthetic,parameter_identifiability_stress,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
michaelis_parameter_identifiability::polynomial_least_squares::seed0::basis_only::blind,michaelis_parameter_identifiability,polynomial_least_squares,conventional_symbolic_regression,unsupported,polynomial_fit_requires_literal_coefficients,,0,basis_only,blind,e5b08f7c5f84a9258d30d9d1fc3953362d3f7efc3c78606af9d08aebeca8918c,synthetic,parameter_identifiability_stress,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
michaelis_parameter_identifiability::pysr::seed0::basis_only::blind,michaelis_parameter_identifiability,pysr,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,basis_only,blind,e5b08f7c5f84a9258d30d9d1fc3953362d3f7efc3c78606af9d08aebeca8918c,synthetic,parameter_identifiability_stress,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
michaelis_parameter_identifiability::gplearn::seed0::basis_only::blind,michaelis_parameter_identifiability,gplearn,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,basis_only,blind,e5b08f7c5f84a9258d30d9d1fc3953362d3f7efc3c78606af9d08aebeca8918c,synthetic,parameter_identifiability_stress,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
michaelis_parameter_identifiability::eml_reference::seed0::basis_only::warm_start,michaelis_parameter_identifiability,eml_reference,eml,unsupported,constants_policy_requires_literal_constants,,0,basis_only,warm_start,e5b08f7c5f84a9258d30d9d1fc3953362d3f7efc3c78606af9d08aebeca8918c,synthetic,parameter_identifiability_stress,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
michaelis_parameter_identifiability::polynomial_least_squares::seed0::basis_only::warm_start,michaelis_parameter_identifiability,polynomial_least_squares,conventional_symbolic_regression,unsupported,adapter_has_no_warm_start_mode,,0,basis_only,warm_start,e5b08f7c5f84a9258d30d9d1fc3953362d3f7efc3c78606af9d08aebeca8918c,synthetic,parameter_identifiability_stress,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
michaelis_parameter_identifiability::pysr::seed0::basis_only::warm_start,michaelis_parameter_identifiability,pysr,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,basis_only,warm_start,e5b08f7c5f84a9258d30d9d1fc3953362d3f7efc3c78606af9d08aebeca8918c,synthetic,parameter_identifiability_stress,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
michaelis_parameter_identifiability::gplearn::seed0::basis_only::warm_start,michaelis_parameter_identifiability,gplearn,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,basis_only,warm_start,e5b08f7c5f84a9258d30d9d1fc3953362d3f7efc3c78606af9d08aebeca8918c,synthetic,parameter_identifiability_stress,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
michaelis_parameter_identifiability::eml_reference::seed0::literal_constants::blind,michaelis_parameter_identifiability,eml_reference,eml,unsupported,eml_reference_is_not_blind_search,,0,literal_constants,blind,e5b08f7c5f84a9258d30d9d1fc3953362d3f7efc3c78606af9d08aebeca8918c,synthetic,parameter_identifiability_stress,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
michaelis_parameter_identifiability::polynomial_least_squares::seed0::literal_constants::blind,michaelis_parameter_identifiability,polynomial_least_squares,conventional_symbolic_regression,completed,,failed,0,literal_constants,blind,e5b08f7c5f84a9258d30d9d1fc3953362d3f7efc3c78606af9d08aebeca8918c,synthetic,parameter_identifiability_stress,5.0,1000,failed,41.199800460058995,48.74315051646336,1190.6654463993139,local,excluded_from_eml_recovery_denominators,-1.3047516023707058*x**2 + 2.4402460156887456*x + 0.11431812772509124
michaelis_parameter_identifiability::pysr::seed0::literal_constants::blind,michaelis_parameter_identifiability,pysr,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,literal_constants,blind,e5b08f7c5f84a9258d30d9d1fc3953362d3f7efc3c78606af9d08aebeca8918c,synthetic,parameter_identifiability_stress,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
michaelis_parameter_identifiability::gplearn::seed0::literal_constants::blind,michaelis_parameter_identifiability,gplearn,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,literal_constants,blind,e5b08f7c5f84a9258d30d9d1fc3953362d3f7efc3c78606af9d08aebeca8918c,synthetic,parameter_identifiability_stress,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
michaelis_parameter_identifiability::eml_reference::seed0::literal_constants::warm_start,michaelis_parameter_identifiability,eml_reference,eml,completed,,verified_showcase,0,literal_constants,warm_start,e5b08f7c5f84a9258d30d9d1fc3953362d3f7efc3c78606af9d08aebeca8918c,synthetic,parameter_identifiability_stress,5.0,1000,passed,2.220446049250313e-16,2.220446049250313e-16,1.617781153285278e-32,local,excluded_from_eml_recovery_denominators,2*x/(x + 0.5)
michaelis_parameter_identifiability::polynomial_least_squares::seed0::literal_constants::warm_start,michaelis_parameter_identifiability,polynomial_least_squares,conventional_symbolic_regression,unsupported,adapter_has_no_warm_start_mode,,0,literal_constants,warm_start,e5b08f7c5f84a9258d30d9d1fc3953362d3f7efc3c78606af9d08aebeca8918c,synthetic,parameter_identifiability_stress,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
michaelis_parameter_identifiability::pysr::seed0::literal_constants::warm_start,michaelis_parameter_identifiability,pysr,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,literal_constants,warm_start,e5b08f7c5f84a9258d30d9d1fc3953362d3f7efc3c78606af9d08aebeca8918c,synthetic,parameter_identifiability_stress,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
michaelis_parameter_identifiability::gplearn::seed0::literal_constants::warm_start,michaelis_parameter_identifiability,gplearn,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,literal_constants,warm_start,e5b08f7c5f84a9258d30d9d1fc3953362d3f7efc3c78606af9d08aebeca8918c,synthetic,parameter_identifiability_stress,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
multivariable_arrhenius_surface::eml_reference::seed0::basis_only::blind,multivariable_arrhenius_surface,eml_reference,eml,unsupported,eml_reference_is_not_blind_search,,0,basis_only,blind,c460e508a1c3a91916ae5ac94f0ebbb23727a571ce82a019b6bbb7654ec2d069,synthetic,multivariable_case,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
multivariable_arrhenius_surface::polynomial_least_squares::seed0::basis_only::blind,multivariable_arrhenius_surface,polynomial_least_squares,conventional_symbolic_regression,unsupported,polynomial_fit_requires_literal_coefficients,,0,basis_only,blind,c460e508a1c3a91916ae5ac94f0ebbb23727a571ce82a019b6bbb7654ec2d069,synthetic,multivariable_case,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
multivariable_arrhenius_surface::pysr::seed0::basis_only::blind,multivariable_arrhenius_surface,pysr,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,basis_only,blind,c460e508a1c3a91916ae5ac94f0ebbb23727a571ce82a019b6bbb7654ec2d069,synthetic,multivariable_case,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
multivariable_arrhenius_surface::gplearn::seed0::basis_only::blind,multivariable_arrhenius_surface,gplearn,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,basis_only,blind,c460e508a1c3a91916ae5ac94f0ebbb23727a571ce82a019b6bbb7654ec2d069,synthetic,multivariable_case,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
multivariable_arrhenius_surface::eml_reference::seed0::basis_only::warm_start,multivariable_arrhenius_surface,eml_reference,eml,unsupported,constants_policy_requires_literal_constants,,0,basis_only,warm_start,c460e508a1c3a91916ae5ac94f0ebbb23727a571ce82a019b6bbb7654ec2d069,synthetic,multivariable_case,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
multivariable_arrhenius_surface::polynomial_least_squares::seed0::basis_only::warm_start,multivariable_arrhenius_surface,polynomial_least_squares,conventional_symbolic_regression,unsupported,adapter_has_no_warm_start_mode,,0,basis_only,warm_start,c460e508a1c3a91916ae5ac94f0ebbb23727a571ce82a019b6bbb7654ec2d069,synthetic,multivariable_case,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
multivariable_arrhenius_surface::pysr::seed0::basis_only::warm_start,multivariable_arrhenius_surface,pysr,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,basis_only,warm_start,c460e508a1c3a91916ae5ac94f0ebbb23727a571ce82a019b6bbb7654ec2d069,synthetic,multivariable_case,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
multivariable_arrhenius_surface::gplearn::seed0::basis_only::warm_start,multivariable_arrhenius_surface,gplearn,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,basis_only,warm_start,c460e508a1c3a91916ae5ac94f0ebbb23727a571ce82a019b6bbb7654ec2d069,synthetic,multivariable_case,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
multivariable_arrhenius_surface::eml_reference::seed0::literal_constants::blind,multivariable_arrhenius_surface,eml_reference,eml,unsupported,eml_reference_is_not_blind_search,,0,literal_constants,blind,c460e508a1c3a91916ae5ac94f0ebbb23727a571ce82a019b6bbb7654ec2d069,synthetic,multivariable_case,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
multivariable_arrhenius_surface::polynomial_least_squares::seed0::literal_constants::blind,multivariable_arrhenius_surface,polynomial_least_squares,conventional_symbolic_regression,completed,,failed,0,literal_constants,blind,c460e508a1c3a91916ae5ac94f0ebbb23727a571ce82a019b6bbb7654ec2d069,synthetic,multivariable_case,5.0,1000,failed,0.3009420946802355,0.3009420946802355,0.024159848268736475,local,excluded_from_eml_recovery_denominators,0.0028109644381634417*a**2 + 0.23199683517623002*a*t + 0.20874284574859575*a - 0.11706384502945667*t**2 + 0.3542137968347793*t - 0.2381495282503547
multivariable_arrhenius_surface::pysr::seed0::literal_constants::blind,multivariable_arrhenius_surface,pysr,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,literal_constants,blind,c460e508a1c3a91916ae5ac94f0ebbb23727a571ce82a019b6bbb7654ec2d069,synthetic,multivariable_case,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
multivariable_arrhenius_surface::gplearn::seed0::literal_constants::blind,multivariable_arrhenius_surface,gplearn,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,literal_constants,blind,c460e508a1c3a91916ae5ac94f0ebbb23727a571ce82a019b6bbb7654ec2d069,synthetic,multivariable_case,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
multivariable_arrhenius_surface::eml_reference::seed0::literal_constants::warm_start,multivariable_arrhenius_surface,eml_reference,eml,completed,,verified_showcase,0,literal_constants,warm_start,c460e508a1c3a91916ae5ac94f0ebbb23727a571ce82a019b6bbb7654ec2d069,synthetic,multivariable_case,5.0,1000,passed,2.220446049250313e-16,2.220446049250313e-16,6.933347799794049e-33,local,excluded_from_eml_recovery_denominators,a*exp(-0.8/t)
multivariable_arrhenius_surface::polynomial_least_squares::seed0::literal_constants::warm_start,multivariable_arrhenius_surface,polynomial_least_squares,conventional_symbolic_regression,unsupported,adapter_has_no_warm_start_mode,,0,literal_constants,warm_start,c460e508a1c3a91916ae5ac94f0ebbb23727a571ce82a019b6bbb7654ec2d069,synthetic,multivariable_case,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
multivariable_arrhenius_surface::pysr::seed0::literal_constants::warm_start,multivariable_arrhenius_surface,pysr,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,literal_constants,warm_start,c460e508a1c3a91916ae5ac94f0ebbb23727a571ce82a019b6bbb7654ec2d069,synthetic,multivariable_case,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
multivariable_arrhenius_surface::gplearn::seed0::literal_constants::warm_start,multivariable_arrhenius_surface,gplearn,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,literal_constants,warm_start,c460e508a1c3a91916ae5ac94f0ebbb23727a571ce82a019b6bbb7654ec2d069,synthetic,multivariable_case,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
unit_aware_ohm_law::eml_reference::seed0::basis_only::blind,unit_aware_ohm_law,eml_reference,eml,unsupported,eml_reference_is_not_blind_search,,0,basis_only,blind,f6f8925fdf78fbca95a38ad74891f44cc8c2f298805d5b600c9c214a8569c18d,semi_synthetic,unit_aware_formulation,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
unit_aware_ohm_law::polynomial_least_squares::seed0::basis_only::blind,unit_aware_ohm_law,polynomial_least_squares,conventional_symbolic_regression,unsupported,polynomial_fit_requires_literal_coefficients,,0,basis_only,blind,f6f8925fdf78fbca95a38ad74891f44cc8c2f298805d5b600c9c214a8569c18d,semi_synthetic,unit_aware_formulation,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
unit_aware_ohm_law::pysr::seed0::basis_only::blind,unit_aware_ohm_law,pysr,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,basis_only,blind,f6f8925fdf78fbca95a38ad74891f44cc8c2f298805d5b600c9c214a8569c18d,semi_synthetic,unit_aware_formulation,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
unit_aware_ohm_law::gplearn::seed0::basis_only::blind,unit_aware_ohm_law,gplearn,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,basis_only,blind,f6f8925fdf78fbca95a38ad74891f44cc8c2f298805d5b600c9c214a8569c18d,semi_synthetic,unit_aware_formulation,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
unit_aware_ohm_law::eml_reference::seed0::basis_only::warm_start,unit_aware_ohm_law,eml_reference,eml,completed,,verified_showcase,0,basis_only,warm_start,f6f8925fdf78fbca95a38ad74891f44cc8c2f298805d5b600c9c214a8569c18d,semi_synthetic,unit_aware_formulation,5.0,1000,passed,0.0,0.0,0.0,local,excluded_from_eml_recovery_denominators,current_amp*resistance_ohm
unit_aware_ohm_law::polynomial_least_squares::seed0::basis_only::warm_start,unit_aware_ohm_law,polynomial_least_squares,conventional_symbolic_regression,unsupported,adapter_has_no_warm_start_mode,,0,basis_only,warm_start,f6f8925fdf78fbca95a38ad74891f44cc8c2f298805d5b600c9c214a8569c18d,semi_synthetic,unit_aware_formulation,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
unit_aware_ohm_law::pysr::seed0::basis_only::warm_start,unit_aware_ohm_law,pysr,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,basis_only,warm_start,f6f8925fdf78fbca95a38ad74891f44cc8c2f298805d5b600c9c214a8569c18d,semi_synthetic,unit_aware_formulation,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
unit_aware_ohm_law::gplearn::seed0::basis_only::warm_start,unit_aware_ohm_law,gplearn,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,basis_only,warm_start,f6f8925fdf78fbca95a38ad74891f44cc8c2f298805d5b600c9c214a8569c18d,semi_synthetic,unit_aware_formulation,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
unit_aware_ohm_law::eml_reference::seed0::literal_constants::blind,unit_aware_ohm_law,eml_reference,eml,unsupported,eml_reference_is_not_blind_search,,0,literal_constants,blind,f6f8925fdf78fbca95a38ad74891f44cc8c2f298805d5b600c9c214a8569c18d,semi_synthetic,unit_aware_formulation,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
unit_aware_ohm_law::polynomial_least_squares::seed0::literal_constants::blind,unit_aware_ohm_law,polynomial_least_squares,conventional_symbolic_regression,completed,,verified_showcase,0,literal_constants,blind,f6f8925fdf78fbca95a38ad74891f44cc8c2f298805d5b600c9c214a8569c18d,semi_synthetic,unit_aware_formulation,5.0,1000,passed,4.547473508864641e-13,5.684341886080801e-13,1.6640547479094111e-25,local,excluded_from_eml_recovery_denominators,1.0000000000000004*current_amp*resistance_ohm
unit_aware_ohm_law::pysr::seed0::literal_constants::blind,unit_aware_ohm_law,pysr,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,literal_constants,blind,f6f8925fdf78fbca95a38ad74891f44cc8c2f298805d5b600c9c214a8569c18d,semi_synthetic,unit_aware_formulation,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
unit_aware_ohm_law::gplearn::seed0::literal_constants::blind,unit_aware_ohm_law,gplearn,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,literal_constants,blind,f6f8925fdf78fbca95a38ad74891f44cc8c2f298805d5b600c9c214a8569c18d,semi_synthetic,unit_aware_formulation,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
unit_aware_ohm_law::eml_reference::seed0::literal_constants::warm_start,unit_aware_ohm_law,eml_reference,eml,completed,,verified_showcase,0,literal_constants,warm_start,f6f8925fdf78fbca95a38ad74891f44cc8c2f298805d5b600c9c214a8569c18d,semi_synthetic,unit_aware_formulation,5.0,1000,passed,0.0,0.0,0.0,local,excluded_from_eml_recovery_denominators,current_amp*resistance_ohm
unit_aware_ohm_law::polynomial_least_squares::seed0::literal_constants::warm_start,unit_aware_ohm_law,polynomial_least_squares,conventional_symbolic_regression,unsupported,adapter_has_no_warm_start_mode,,0,literal_constants,warm_start,f6f8925fdf78fbca95a38ad74891f44cc8c2f298805d5b600c9c214a8569c18d,semi_synthetic,unit_aware_formulation,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
unit_aware_ohm_law::pysr::seed0::literal_constants::warm_start,unit_aware_ohm_law,pysr,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,literal_constants,warm_start,f6f8925fdf78fbca95a38ad74891f44cc8c2f298805d5b600c9c214a8569c18d,semi_synthetic,unit_aware_formulation,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
unit_aware_ohm_law::gplearn::seed0::literal_constants::warm_start,unit_aware_ohm_law,gplearn,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,literal_constants,warm_start,f6f8925fdf78fbca95a38ad74891f44cc8c2f298805d5b600c9c214a8569c18d,semi_synthetic,unit_aware_formulation,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
real_hubble_1929::eml_reference::seed0::basis_only::blind,real_hubble_1929,eml_reference,eml,unsupported,eml_reference_is_not_blind_search,,0,basis_only,blind,3baf9508c672e8378520f777c374c95b335101b5e40e271217af76312c21b3c8,real,real_dataset_path,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
real_hubble_1929::polynomial_least_squares::seed0::basis_only::blind,real_hubble_1929,polynomial_least_squares,conventional_symbolic_regression,unsupported,polynomial_fit_requires_literal_coefficients,,0,basis_only,blind,3baf9508c672e8378520f777c374c95b335101b5e40e271217af76312c21b3c8,real,real_dataset_path,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
real_hubble_1929::pysr::seed0::basis_only::blind,real_hubble_1929,pysr,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,basis_only,blind,3baf9508c672e8378520f777c374c95b335101b5e40e271217af76312c21b3c8,real,real_dataset_path,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
real_hubble_1929::gplearn::seed0::basis_only::blind,real_hubble_1929,gplearn,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,basis_only,blind,3baf9508c672e8378520f777c374c95b335101b5e40e271217af76312c21b3c8,real,real_dataset_path,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
real_hubble_1929::eml_reference::seed0::basis_only::warm_start,real_hubble_1929,eml_reference,eml,unsupported,no_clean_reference_candidate,,0,basis_only,warm_start,3baf9508c672e8378520f777c374c95b335101b5e40e271217af76312c21b3c8,real,real_dataset_path,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
real_hubble_1929::polynomial_least_squares::seed0::basis_only::warm_start,real_hubble_1929,polynomial_least_squares,conventional_symbolic_regression,unsupported,adapter_has_no_warm_start_mode,,0,basis_only,warm_start,3baf9508c672e8378520f777c374c95b335101b5e40e271217af76312c21b3c8,real,real_dataset_path,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
real_hubble_1929::pysr::seed0::basis_only::warm_start,real_hubble_1929,pysr,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,basis_only,warm_start,3baf9508c672e8378520f777c374c95b335101b5e40e271217af76312c21b3c8,real,real_dataset_path,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
real_hubble_1929::gplearn::seed0::basis_only::warm_start,real_hubble_1929,gplearn,conventional_symbolic_regression,unavailable,missing_optional_dependency,,0,basis_only,warm_start,3baf9508c672e8378520f777c374c95b335101b5e40e271217af76312c21b3c8,real,real_dataset_path,5.0,1000,,,,,missing,excluded_from_eml_recovery_denominators,
real_hubble_1929::eml_reference::seed0::literal_constants::blind,real_hubble_1929,eml_reference,eml,unsupported,eml_reference_is_not_blind_search,,0,literal_constants,blind,3baf9508c672e8378520f777c374c95b335101b5e40e271217af76312c21b3c8,real,real_dataset_path,5.0,1000,,,,,local,excluded_from_eml_recovery_denominators,
